square,price,address
440 m²,2 031 868 835 so’m,"Toshkent, Yashnobod tumani - Bugunda 01:43"
4.88 m²,3 428 778 660 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:35"
490 m²,7 238 532 726 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:34"
572 m²,2 031 868 835 so’m,"Toshkent, Bektemir tumani - 2025-06-30"
900 m²,571 463 110 so’mKelishilgan,Qarshi - 2025-06-29
420 m²,8 000 483 539 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:31"
40 m²,403 833 931 so’m,"Toshkent, Yashnobod tumani - Bugunda 01:30"
300 m²,863 544 255 so’m,"Toshkent, Bektemir tumani - Bugunda 01:30"
8 m²,2 539 836 044 so’mKelishilgan,Mirobod - Bugunda 01:29
76 m²,507 967 209 so’m,Samarqand - Bugunda 01:28
400 m²,4 444 713 077 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:27"
450 m²,2 793 819 649 so’mKelishilgan,"Toshkent, Yashnobod tumani - Bugunda 01:26"
520 m²,6 984 549 122 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:27"
350 m²,2 920 811 451 so’mKelishilgan,Qibray - Bugunda 01:24
180 m²,4 127 233 572 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:23"
600 m²,7 619 508 133 so’m,"Toshkent, Sirg‘ali tumani - 2025-06-29"
350 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 01:22"
550 m²,317 479 506 so’m,Zangiota - Bugunda 01:10
593 m²,2 285 852 440 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - Bugunda 01:10"
300 m²,1 752 486 870 so’m,"Toshkent, Yunusobod tumani - Bugunda 01:06"
250 m²,1 079 430 319 so’mKelishilgan,Samarqand - Bugunda 01:00
213 m²,4 127 233 572 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:59"
78 m²,736 552 453 so’mKelishilgan,"Toshkent, Yashnobod tumani - Bugunda 00:55"
250 m²,1 079 430 319 so’mKelishilgan,Samarqand - Bugunda 00:55
2 600 m²,1 142 926 220 so’mKelishilgan,Guliston - Bugunda 00:55
200 m²,914 340 976 so’mKelishilgan,Samarqand - Bugunda 00:55
300 m²,736 552 453 so’mKelishilgan,Samarqand - 2025-07-01
5 000 m²,507 967 209 so’m,Nazarbek - Bugunda 00:53
158 m²,1 015 934 418 so’mKelishilgan,Samarqand - Bugunda 00:52
500 m²,4 952 680 286 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:49"
700 m²,24 128 442 420 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:48"
600 m²,4 571 704 880 so’m,"Toshkent, Uchtepa tumani - Bugunda 00:50"
75 m²,634 959 011 so’m,"Toshkent, Yashnobod tumani - Bugunda 00:47"
600 m²,2 603 331 945 so’m,"Toshkent, Yunusobod tumani - Bugunda 00:48"
200 m²,2 158 860 638 so’m,"Toshkent, Yashnobod tumani - Bugunda 00:48"
250 m²,5 016 176 187 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:43"
800 m²,3 809 754 066 so’m,"Toshkent, Yakkasaroy tumani - 2025-06-30"
410 m²,2 158 860 638 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-06-29"
200 m²,1 714 389 330 so’m,"Toshkent, Shayxontohur tumani - Bugunda 00:39"
1 500 m²,76 195 081 326 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:36"
26 m²,1 650 893 429 so’m,"Toshkent, Olmazor tumani - Bugunda 00:31"
11 m²,16 508 934 287 so’m,"Toshkent, Yunusobod tumani - Bugunda 08:08"
260 m²,5 587 639 297 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:29"
457 m²,2 533 486 454 so’m,"Toshkent, Olmazor tumani - Bugunda 00:25"
150 m²,1 244 519 662 so’m,"Toshkent, Yunusobod tumani - Bugunda 00:26"
80 m²,660 357 371 so’m,"Toshkent, Mirobod tumani - Bugunda 00:20"
250 m²,6 794 061 418 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:19"
100 m²,895 292 206 so’mKelishilgan,"Toshkent, Mirobod tumani - Bugunda 00:19"
360 m²,6 984 549 122 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
240 m²,1 269 918 022 so’mKelishilgan,Samarqand - 2025-07-01
100 m²,2 095 364 736 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 00:18"
150 m²,2 158 860 638 so’mKelishilgan,"Toshkent, Mirobod tumani - Bugunda 00:18"
80 m²,1 079 430 319 so’m,"Toshkent, Mirobod tumani - Bugunda 00:18"
82 m²,698 454 912 so’m,Buxoro - Bugunda 00:17
160 m²,1 777 885 231 so’m,"Toshkent, Yashnobod tumani - Bugunda 00:16"
590 m²,4 647 899 961 so’m,"Toshkent, Chilonzor tumani - Bugunda 00:14"
500 m²,2 349 348 341 so’m,Qibray - Bugunda 00:12
622 m²,5 079 672 088 so’m,"Toshkent, Yakkasaroy tumani - Bugunda 00:11"
400 m²,2 019 169 655 so’mKelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 00:09"
220 m²,2 527 136 864 so’m,Eshonguzar - 2025-06-30
397 m²,5 333 655 693 so’m,"Toshkent, Yunusobod tumani - 2025-06-30"
246 m²,596 861 470 so’m,Navoiy - Bugunda 00:07
150 m²,3 301 786 857 so’mKelishilgan,"Toshkent, Yunusobod tumani - Bugunda 00:07"
340 m²,3 047 803 253 so’mKelishilgan,"Toshkent, Yunusobod tumani - Bugunda 00:04"
235 m²,4 063 737 671 so’mKelishilgan,"Toshkent, Yunusobod tumani - Bugunda 00:03"
800 m²,24 128 442 420 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
380 m²,5 714 631 099 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
486 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
8 m²,400 000 000 so’m,Nukus - 2025-07-01
622 m²,5 079 672 088 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
20 m²,1 054 031 958 so’mKelishilgan,Sirdaryo - 2025-07-01
220 m²,888 942 615 so’m,Chirchiq - 2025-07-01
382 m²,4 825 688 484 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
78 m²,405 000 000 so’mKelishilgan,Qarshi - 2025-07-01
250 m²,1 777 885 231 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
220 m²,2 285 852 440 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,620 000 000 so’mKelishilgan,Nukus - 2025-07-01
8.36 m²,380 975 407 so’mKelishilgan,Nazarbek - 2025-07-01
300 m²,5 460 647 495 so’m,Qibray - 2025-07-01
187 m²,3 682 762 264 so’m,G'azalkent - 2025-07-01
100 m²,1 968 372 934 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
2 000 m²,4 063 737 671 so’mKelishilgan,Qo'qon - 2025-06-29
200 m²,2 666 827 846 so’mKelishilgan,Eshonguzar - 2025-06-30
300 m²,3 174 795 055 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
480 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
600 m²,761 950 813 so’m,Nukus - 2025-07-01
1 000 m²,9 016 417 957 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
15 000 m²,279 381 965 so’mKelishilgan,Sariosiyo - 2025-07-01
70 m²,850 000 000 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
1 260 m²,1 904 877 033 so’mKelishilgan,Samarqand - 2025-07-01
340 m²,9 016 417 957 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
360 m²,6 349 590 111 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,5 333 655 693 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
200 m²,1 257 218 842 so’mKelishilgan,Zangiota - 2025-07-01
800 m²,1 269 918 022 so’mKelishilgan,Navoiy - 2025-06-30
500 m²,1 903 607 115 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
400 m²,13 588 122 836 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,393 674 587 so’mKelishilgan,Qarshi - 2025-07-01
213 m²,4 127 233 572 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
340 m²,5 206 663 891 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
11 m²,444 471 308 so’m,To'ytepa - 2025-07-01
1 m²,1 269 918 022 so’m,Kattaqo'rg'on - 2025-07-01
800 m²,4 635 200 781 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
111.22 m²,1 155 625 400 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
1 m²,380 975 407 so’m,Kitob - 2025-07-01
306 m²,4 190 729 473 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
600 m²,3 174 795 055 so’mKelishilgan,Buxoro - 2025-06-29
94.55 m²,914 340 976 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-06-30"
1 111 m²,3 809 754 066 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
996 m²,571 463 110 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
480 m²,4 000 241 770 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
420 m²,950 000 000 so’m,Urganch - 2025-07-01
380 m²,5 778 127 001 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
3 m²,1 269 918 022 so’mKelishilgan,Chirchiq - 2025-07-01
650 m²,10 159 344 177 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
480 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
72 m²,800 048 354 so’mKelishilgan,Eshonguzar - 2025-07-01
400 m²,7 619 508 133 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,4 190 729 473 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
450 m²,4 570 434 962 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
700 m²,13 461 131 034 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 000 m²,35 557 704 619 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
460 m²,5 778 127 001 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,4 189 459 555 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
400 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
54 m²,1 396 909 824 so’mKelishilgan,Samarqand - 2025-07-01
350 m²,3 289 087 677 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
400 m²,2 666 827 846 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
6 m²,1 269 918 022 so’mKelishilgan,Samarqand - 2025-06-26
86 m²,1 866 779 492 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
250 m²,5 016 176 187 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
73 m²,220 000 000 so’m,Xo'jayli - 2025-07-01
380 m²,4 444 713 077 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
200 m²,1 015 934 418 so’m,Chirchiq - 2025-07-01
4 m²,1 587 397 528 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
450 m²,2 412 844 242 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
400 m²,1 244 519 662 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
48 m²,825 446 714 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
3 000 m²,10 159 344 177 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
520 m²,2 095 364 736 so’mKelishilgan,Samarqand - 2025-06-30
130 m²,1 523 901 627 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
250 m²,787 349 174 so’m,Farg‘ona - 2025-07-01
130 m²,1 523 901 627 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
6 000 m²,3 682 762 264 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
500 m²,1 269 918 022 so’m,Xiva - 2025-07-01
350 m²,8 254 467 144 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
110 m²,1 269 918 022 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
45 m²,533 365 569 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
40 m²,266 682 785 so’m,Kitob - 2025-07-01
220 m²,1 384 210 644 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
6 000 m²,3 936 745 869 so’mKelishilgan,Keles - 2025-07-01
320 m²,3 682 762 264 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
140 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
400 m²,888 942 615 so’m,Farg‘ona - 2025-07-01
800 m²,533 365 569 so’m,Juma - 2025-07-01
620 m²,5 143 167 990 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
500 m²,2 793 819 649 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
150 m²,444 471 308 so’mKelishilgan,Yangiyo'l - 2025-07-01
500 m²,11 175 278 594 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
80 m²,825 446 714 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
800 m²,6 222 598 308 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
78 m²,863 544 255 so’mKelishilgan,Chirchiq - 2025-07-01
213 m²,4 051 038 490 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
105 m²,469 869 668 so’m,Jizzax - 2025-07-01
150 m²,444 471 308 so’mKelishilgan,Kattaqo'rg'on - 2025-07-01
600 m²,7 936 987 638 so’mKelishilgan,Shahrixon - 2025-07-01
230 m²,4 952 680 286 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
5 500 m²,1 117 527 859 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
750 m²,11 429 262 199 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
200 m²,2 730 323 748 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
280 m²,2 666 827 846 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
180 m²,888 942 615 so’m,"Toshkent, Sirg‘ali tumani - Bugunda 10:39"
150 m²,571 463 110 so’m,Samarqand - 2025-06-30
450 m²,5 776 857 083 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
400 m²,711 154 092 so’m,Qorovul - 2025-07-01
187 m²,952 438 517 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
389 m²,2 920 811 451 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
360 m²,5 778 127 001 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,3 162 095 875 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
800 m²,550 000 000 so’m,Termiz - 2025-07-01
350 m²,4 190 729 473 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
100 m²,2 920 811 451 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
300 m²,6 349 590 111 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
49 m²,571 463 110 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-06-30"
400 m²,1 168 324 580 so’mKelishilgan,Buxoro - 2025-06-30
380 m²,6 984 549 122 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
600 m²,1 142 926 220 so’m,Buxoro - 2025-07-01
83 m²,1 028 633 598 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
320 m²,5 968 614 704 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
800 m²,215 886 064 so’mKelishilgan,Nazarbek - 2025-07-01
425 m²,3 873 249 967 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
4 m²,533 365 569 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
255 m²,1 777 885 231 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
500 m²,8 762 434 352 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
460 m²,10 159 344 177 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
6 m²,5 333 655 693 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
500 m²,8 889 426 155 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
200 m²,1 244 519 662 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
120 m²,2 031 868 835 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
2 m²,869 893 845 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
200 m²,1 777 885 231 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
3 m²,1 384 210 644 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
490 m²,13 588 122 836 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
150 m²,469 869 668 so’m,Samarqand - 2025-07-01
300 m²,2 285 852 440 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
400 m²,2 222 356 539 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-06-27"
424 m²,955 000 000 so’m,Farg‘ona - 2025-07-01
460 m²,5 778 127 001 so’m,Mirobod - 2025-07-01
400 m²,2 031 868 835 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
320 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
370 m²,2 920 811 451 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
1 700 m²,292 081 145 so’mKelishilgan,Keles - 2025-07-01
400 m²,3 047 803 253 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
83 m²,1 117 527 859 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,952 438 517 so’m,Samarqand - 2025-07-01
6 000 m²,400 000 000 so’mKelishilgan,Nukus - 2025-07-01
270 m²,3 174 795 055 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
300 m²,1 333 413 923 so’mKelishilgan,Samarqand - 2025-07-01
150 m²,2 285 852 440 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
360 m²,1 142 926 220 so’mKelishilgan,Mirobod - 2025-07-01
200 m²,2 019 169 655 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
410 m²,2 857 315 550 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,2 158 860 638 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
25 m²,350 000 000 so’mKelishilgan,Nukus - 2025-07-01
8.70 m²,6 857 557 319 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
1 m²,5 079 672 088 so’m,Navoiy - 2025-06-29
250 m²,977 836 877 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-06-30"
350 m²,7 238 532 726 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,1 000 000 000 so’mKelishilgan,Termiz - 2025-07-01
608 m²,18 413 811 320 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
310 m²,1 968 372 934 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
350 m²,5 079 672 088 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
200 m²,1 371 511 464 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
500 m²,5 333 655 693 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
90 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
50 m²,571 463 110 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
100 m²,1 676 291 789 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
710 m²,1 015 934 418 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-06-29"
1 200 m²,4 698 696 682 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-06-30"
17 m²,761 950 813 so’mKelishilgan,Chirchiq - 2025-07-01
200 m²,1 841 381 132 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
160 m²,1 015 934 418 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
2.20 m²,1 777 885 231 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
400 m²,3 174 795 055 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
7 m²,7 619 508 133 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
110 m²,1 523 901 627 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
450 m²,3 174 795 055 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 100 m²,330 178 686 so’mKelishilgan,G'allaorol - 2025-07-01
69 m²,1 079 430 319 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
792 m²,7 111 540 924 so’mKelishilgan,Yangibozor - 2025-07-01
230 m²,419 072 947 so’mKelishilgan,Xo'jayli - 2025-06-29
429 m²,2 222 356 539 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
250 m²,1 777 885 231 so’mKelishilgan,Samarqand - 2025-07-01
600 m²,1 800 000 000 so’mKelishilgan,Navoiy - 2025-07-01
15 m²,253 983 604 so’mKelishilgan,Yangibozor - 2025-07-01
500 m²,10 159 344 177 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
350 m²,3 301 786 857 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,3 365 282 759 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
200 m²,4 952 680 286 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
150 m²,1 396 909 824 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
180 m²,1 460 405 725 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
120 m²,1 079 430 319 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
275 m²,800 000 000 so’mKelishilgan,Jarqo'rg'on - 2025-07-01
4.12 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
222 m²,1 092 129 499 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
250 m²,3 809 754 066 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,16 508 845 393 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,5 968 614 704 so’mKelishilgan,Samarqand - 2025-07-01
200 m²,1 396 909 824 so’mKelishilgan,Samarqand - 2025-07-01
75.90 m²,1 079 430 319 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
670 m²,7 808 497 333 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,7 237 034 223 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
700 m²,13 969 110 942 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
30 m²,444 471 308 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
1 111 m²,469 869 668 so’m,Farg‘ona - 2025-07-01
431 m²,571 463 110 so’mKelishilgan,To'ytepa - 2025-07-01
2 m²,2 984 307 352 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
400 m²,9 651 376 968 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
648 m²,20 953 647 365 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
800 m²,22 858 524 398 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
282 m²,3 365 282 759 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
290 m²,1 269 918 022 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
580 m²,5 155 867 170 so’m,"Toshkent, Yunusobod tumani - 2025-06-30"
10 000 m²,5 714 631 099 so’mKelishilgan,Samarqand - 2025-07-01
370 m²,2 069 966 376 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
6 000 m²,888 942 615 so’mKelishilgan,Navoiy - 2025-07-01
6 000 m²,450 000 000 so’m,Navoiy - 2025-07-01
100 m²,634 959 011 so’mKelishilgan,Qarshi - 2025-07-01
242 m²,6 743 264 697 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
60 m²,6 984 549 122 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
50 m²,3 873 249 967 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
945 m²,6 667 069 616 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
200 m²,1 219 121 301 so’mKelishilgan,Chirchiq - 2025-07-01
220 m²,2 412 844 242 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-06-09"
6 m²,1 650 880 730 so’mKelishilgan,Samarqand - 2025-07-01
300 m²,2 285 852 440 so’m,Qibray - 2025-07-01
360 m²,5 714 631 099 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
120 m²,1 104 828 679 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,317 479 506 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
50 m²,457 170 488 so’mKelishilgan,Keles - 2025-07-01
8 m²,634 959 011 so’m,Buxoro - 2025-06-29
750 m²,14 604 057 254 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-06-30"
70 m²,673 056 552 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
59 m²,558 763 930 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
300 m²,3 809 754 066 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-07-01"
285 m²,1 841 381 132 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
411 m²,2 793 819 649 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
460 m²,10 794 303 188 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
600 m²,812 747 534 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
6 000 m²,2 095 364 736 so’mKelishilgan,Samarqand - 2025-07-01
600 m²,2 577 933 585 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
4 m²,2 285 852 440 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
